region_id,region_type,Neighborhood,State,Metro_Area,City,County
417112,neigh,Silverwood,NC,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,Mecklenburg County
272254,neigh,Southpoint,WI,"Milwaukee-Waukesha, WI",Milwaukee,Milwaukee County
36983,neigh,Triangle,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Wilmington,New Castle County
826302,neigh,River Forest,TX,"Dallas-Fort Worth-Arlington, TX",Bedford,Tarrant County
764249,neigh,Eastside Park Historic District,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Paterson,Passaic County
267999,neigh,Arbors at Oakshade,CA,"Sacramento-Roseville-Folsom, CA",Davis,Yolo County
271624,neigh,Verde Hills, TX, San Antonio-New Braunfels, Bexar County, San Antonio
275038,neigh,Piney Knolls,VA,"Richmond, VA",Richmond,Richmond City
276272,neigh,Community Workers Council-Los Jardines,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
343610,neigh,Downtown North,CA,"San Jose-Sunnyvale-Santa Clara, CA",Palo Alto,Santa Clara County
762886,neigh,Downtown,NY,"Albany-Schenectady-Troy, NY",Troy,Rensselaer County
43946,neigh,Arrowhead Farms,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino,San Bernardino County
762817,neigh,Eastside,CT,"Hartford-East Hartford-Middletown, CT",Manchester,Hartford County
26392,neigh,Park Fletcher,IN,"Indianapolis-Carmel-Anderson, IN",Indianapolis,Marion County
210056,neigh,East End,PA,"Altoona, PA",Altoona,Blair County
272044,neigh,Bluff Acres,WI,"Madison, WI",Madison,Dane County
763322,neigh,Original Section,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Greenacres,Palm Beach County
270506,neigh,South Broadway,NM,"Albuquerque, NM",Albuquerque,Bernalillo County
274254,neigh,Lakeview,NY,"Buffalo-Cheektowaga, NY",Buffalo,Erie County
251950,neigh,Snug Harbor,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Pompano Beach,Broward County
808050,neigh,Hillendale,NC,"Fayetteville, NC",Fayetteville,Cumberland County
182048,neigh,Hickory Grove,NC,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,Mecklenburg County
272280,neigh,Uptown,WI,"Milwaukee-Waukesha, WI",Milwaukee,Milwaukee County
156208,neigh,Alta Vista,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Bethesda,Montgomery County
343886,neigh,Northland-Lyceum,NY,"Rochester, NY",Rochester,Monroe County
273288,neigh,Clinton,NE,"Lincoln, NE",Lincoln,Lancaster County
422869,neigh,Scenic Bluff,TX,"Dallas-Fort Worth-Arlington, TX",Fort Worth,Tarrant County
418142,neigh,South Kilbourne,SC,"Columbia, SC",Columbia,Richland County
273214,neigh,Channel District,FL,"Tampa-St. Petersburg-Clearwater, FL",Tampa,Hillsborough County
165540,neigh,Oldtown,KS,"Topeka, KS",Topeka,Shawnee County
814340,neigh,Mesa Ridge,TX,"Austin-Round Rock-Georgetown, TX",Round Rock,Williamson County
781234,neigh,Greendfield-Grand River,MI,"Detroit-Warren-Dearborn, MI",Detroit,Wayne County
416963,neigh,Marble Estates,CA,"Los Angeles-Long Beach-Anaheim, CA",Torrance,Los Angeles County
806930,neigh,Morningside,CA,"Riverside-San Bernardino-Ontario, CA",Fontana,San Bernardino County
805971,neigh,Mare Island,CA,"Vallejo, CA",Vallejo,Solano County
804338,neigh,Country Place,TX,"Dallas-Fort Worth-Arlington, TX",Plano,Collin County
272243,neigh,Sherman,WI,"Madison, WI",Madison,Dane County
274934,neigh,Owners Association of Lago Vista-South Southwest,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
275484,neigh,Southpark,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
268363,neigh,Oak Tree,CA,"San Francisco-Oakland-Berkeley, CA",Oakland,Alameda County
270824,neigh,Downtown,MA,"Boston-Cambridge-Newton, MA-NH",Boston,Suffolk County
272124,neigh,Heistand,WI,"Madison, WI",Madison,Dane County
270069,neigh,The Eye,MI,"Detroit-Warren-Dearborn, MI",Detroit,Wayne County
415983,neigh,Broadleigh,OH,"Columbus, OH",Columbus,Franklin County
762865,neigh,Western View,MI,"Detroit-Warren-Dearborn, MI",Redford,Wayne County
273656,neigh,Everett,NE,"Lincoln, NE",Lincoln,Lancaster County
210449,neigh,Fairmount,OH,"Canton-Massillon, OH",Canton,Stark County
417735,neigh,Vasaro,AZ,"Phoenix-Mesa-Chandler, AZ",Chandler,Maricopa County
343970,neigh,Park East,FL,"North Port-Sarasota-Bradenton, FL",Sarasota,Sarasota County
268074,neigh,Downtown,CA,"Stockton, CA",Stockton,San Joaquin County
824038,neigh,Northridge,TX,"Dallas-Fort Worth-Arlington, TX",Frisco,Denton County
269342,neigh,Heritage Valley,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,Fulton County
812962,neigh,Town Gate,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Pembroke Pines,Broward County
763586,neigh,Old Allentown Historic District,PA,"Allentown-Bethlehem-Easton, PA-NJ",Allentown,Lehigh County
275495,neigh,Southwest,NY,"Syracuse, NY",Syracuse,Onondaga County
762547,neigh,North Park,UT,"Provo-Orem, UT",Provo,Utah County
140440,neigh,South Deering,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
276452,neigh,Midway,NV,"Las Vegas-Henderson-Paradise, NV",Henderson,Clark County
182761,neigh,Masonboro,NC,"Wilmington, NC",Wilmington,New Hanover County
737838,neigh,Ellis Park, WA, Seattle-Tacoma-Bellevue, King County, Renton
623361,neigh,Aspenwoods,WA,"Seattle-Tacoma-Bellevue, WA",Renton,King County
262098,neigh,Jefferson,CA,"Los Angeles-Long Beach-Anaheim, CA",Culver City,Los Angeles County
156844,neigh,Brandywine,CO,"Denver-Aurora-Lakewood, CO",Broomfield,Broomfield County
268604,neigh,Windsor Village,CA,"Los Angeles-Long Beach-Anaheim, CA",Santa Ana,Orange County
241983,neigh,Broadway,WA,"Longview, WA",Longview,Cowlitz County
416706,neigh,Greenmeadow,CA,"San Jose-Sunnyvale-Santa Clara, CA",Palo Alto,Santa Clara County
274785,neigh,Northlake Park at Lake Nona,FL,"Orlando-Kissimmee-Sanford, FL",Orlando,Orange County
763594,neigh,West Savannah,GA,"Savannah, GA",Savannah,Chatham County
270498,neigh,Singing Arrow,NM,"Albuquerque, NM",Albuquerque,Bernalillo County
273146,neigh,Carver,AL,"Mobile, AL",Mobile,Mobile County
416918,neigh,J. J. Pearce,TX,"Dallas-Fort Worth-Arlington, TX",Richardson,Dallas County
274099,neigh,International,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino,San Bernardino County
810035,neigh,Hilltop Village,CA,"San Francisco-Oakland-Berkeley, CA",Richmond,Contra Costa County
275887,neigh,Virden,MS,"Jackson, MS",Jackson,Hinds County
807382,neigh,Town & River,FL,"Cape Coral-Fort Myers, FL",Fort Myers,Lee County
762118,neigh,Northwest,MO,"St. Louis, MO-IL",University City,Saint Louis County
818837,neigh,Lakes of Rosehill,TX,"Houston-The Woodlands-Sugar Land, TX",Cypress,Harris County
827135,neigh,The Preserve,TX,"Dallas-Fort Worth-Arlington, TX",Rockwall,Rockwall County
273148,neigh,Carver City,FL,"Tampa-St. Petersburg-Clearwater, FL",Tampa,Hillsborough County
270117,neigh,Harrison,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,Hennepin County
273947,neigh,Hawthorne,CA,"San Francisco-Oakland-Berkeley, CA",Oakland,Alameda County
271468,neigh,Memorial Heights,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
273354,neigh,Coronado Hills,TX,"Austin-Round Rock-Georgetown, TX",Austin,Travis County
261321,neigh,Oakwood,TX,"Waco, TX",Waco,McLennan County
762376,neigh,New Pac,CT,"New Haven-Milford, CT",Waterbury,New Haven County
267846,neigh,North Star,AK,"Anchorage, AK",Anchorage,Anchorage Borough
274442,neigh,Maryvale,AL,"Mobile, AL",Mobile,Mobile County
274487,neigh,Mechanicsville,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,Fulton County
268169,neigh,Frick,CA,"San Francisco-Oakland-Berkeley, CA",Oakland,Alameda County
817707,neigh,Black Bob Trails,KS,"Kansas City, MO-KS",Olathe,Johnson County
809595,neigh,Beacon Hill,TX,"Dallas-Fort Worth-Arlington, TX",Grand Prairie,Tarrant County
809940,neigh,Weston Reserve,FL,"Orlando-Kissimmee-Sanford, FL",Kissimmee,Osceola County
814198,neigh,Stonehaven Pointe,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cumming,Forsyth County
761334,neigh,Emorywood Estates,NC,"Durham-Chapel Hill, NC",Durham,Durham County
809283,neigh,Laurel Canyon,NV,"Las Vegas-Henderson-Paradise, NV",North Las Vegas,Clark County
273777,neigh,Foxcroft and Glen Arbor,MO,"Kansas City, MO-KS",Kansas City,Jackson County
270955,neigh,University,NY,"Buffalo-Cheektowaga, NY",Buffalo,Erie County
188975,neigh,Golden Triangle,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cherry Hill,Camden County
221557,neigh,Hilton Head Plantation,SC,"Hilton Head Island-Bluffton, SC",Hilton Head Island,Beaufort County
764252,neigh,Stoney Road,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Paterson,Passaic County
764243,neigh,Rimmon Heights,NH,"Manchester-Nashua, NH",Manchester,Hillsborough County
273189,neigh,Central Business District,OH,"Cincinnati, OH-KY-IN",Cincinnati,Hamilton County
403493,neigh,Benning Ridge,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,District of Columbia
763492,neigh,Old Town on the Oaks,TX,"Beaumont-Port Arthur, TX",Beaumont,Jefferson County
274901,neigh,Old West End,OH,"Toledo, OH",Toledo,Lucas County
763115,neigh,Circle Creek,CA,"San Francisco-Oakland-Berkeley, CA",Lafayette,Contra Costa County
417587,neigh,Whitewing at Germann,AZ,"Phoenix-Mesa-Chandler, AZ",Gilbert,Maricopa County
417585,neigh,Weston Ranch,AZ,"Phoenix-Mesa-Chandler, AZ",Gilbert,Maricopa County
417586,neigh,Stratland Shadows,AZ,"Phoenix-Mesa-Chandler, AZ",Gilbert,Maricopa County
273378,neigh,South Howard,FL,"Tampa-St. Petersburg-Clearwater, FL",Tampa,Hillsborough County
271161,neigh,Central Business District,PA,"Pittsburgh, PA",Pittsburgh,Allegheny County
268523,neigh,Toler Heights,CA,"San Francisco-Oakland-Berkeley, CA",Oakland,Alameda County
762567,neigh,Peabody Park,WI,"Appleton, WI",Appleton,Outagamie County
276214,neigh,Blenman-Elm,AZ,"Tucson, AZ",Tucson,Pima County
13811,neigh,Shelter Cove,CA,"Eureka-Arcata, CA",Whitethorn,Humboldt County
344016,neigh,Jackson Place,WA,"Seattle-Tacoma-Bellevue, WA",Seattle,King County
275781,neigh,Tulane-Gravier,LA,"New Orleans-Metairie, LA",New Orleans,Orleans Parish
237434,neigh,San Marcos,AZ,"Phoenix-Mesa-Chandler, AZ",Chandler,Maricopa County
817389,neigh,Pearson Farms,TX,"Dallas-Fort Worth-Arlington, TX",Frisco,Denton County
809624,neigh,Westbrooke,KS,"Kansas City, MO-KS",Overland Park,Johnson County
809184,neigh,Chestnut Height/Princess Place,NC,"Wilmington, NC",Wilmington,New Hanover County
276533,neigh,Ridgeview Estates,CA,"Bakersfield, CA",Bakersfield,Kern County
800824,neigh,Beverly Hills Gateway,CA,"Los Angeles-Long Beach-Anaheim, CA",Beverly Hills,Los Angeles County
810459,neigh,Savannah,TN,"Clarksville, TN-KY",Clarksville,Montgomery County
417091,neigh,Westlakes,CA,"Bakersfield, CA",Bakersfield,Kern County
272045,neigh,Borchert Field,WI,"Milwaukee-Waukesha, WI",Milwaukee,Milwaukee County
276089,neigh,Wilmore,NC,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,Mecklenburg County
821350,neigh,Briarwood Estates,TX,"Dallas-Fort Worth-Arlington, TX",North Richland Hills,Tarrant County
817732,neigh,Estates of Prairie Haven,KS,"Kansas City, MO-KS",Olathe,Johnson County
761878,neigh,Village West,CO,"Fort Collins, CO",Fort Collins,Larimer County
811180,neigh,Shadywood,KS,"Topeka, KS",Topeka,Shawnee County
762938,neigh,Highland Park South,CO,"Denver-Aurora-Lakewood, CO",Broomfield,Broomfield County
269201,neigh,St. Johns Bluff,FL,"Jacksonville, FL",Jacksonville,Duval County
230409,neigh,Washington Hills,TN,"Chattanooga, TN-GA",Chattanooga,Hamilton County
738078,neigh,Wellington West,KS,"Kansas City, MO-KS",Overland Park,Johnson County
275983,neigh,West River,CT,"New Haven-Milford, CT",New Haven,New Haven County
276611,neigh,Top Road,NJ,"Trenton-Princeton, NJ",Trenton,Mercer County
403507,neigh,Carver,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,District of Columbia
422819,neigh,Hillside Morningside,TX,"Dallas-Fort Worth-Arlington, TX",Fort Worth,Tarrant County
417022,neigh,Prospect Park,IA,"Des Moines-West Des Moines, IA",Des Moines,Polk County
276247,neigh,Central City,OR,"Portland-Vancouver-Hillsboro, OR-WA",Gresham,Multnomah County
761915,neigh,Westbrooke,CO,"Fort Collins, CO",Fort Collins,Larimer County
222357,neigh,Nicholtown,SC,"Greenville-Anderson, SC",Greenville,Greenville County
274132,neigh,Jeff Davis,VA,"Richmond, VA",Richmond,Richmond City
271227,neigh,Upper Lawrenceville,PA,"Pittsburgh, PA",Pittsburgh,Allegheny County
623408,neigh,La Gorce,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami Beach,Miami-Dade County
418091,neigh,Eugene Field,OK,"Tulsa, OK",Tulsa,Tulsa County
809294,neigh,Northfork,NV,"Las Vegas-Henderson-Paradise, NV",North Las Vegas,Clark County
271446,neigh,Knollcreek,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
269137,neigh,Parker Ridge,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",West Palm Beach,Palm Beach County
817051,neigh,Autumnwood,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Newark,New Castle County
417976,neigh,Turner Park,OK,"Tulsa, OK",Tulsa,Tulsa County
200172,neigh,Corryville,OH,"Cincinnati, OH-KY-IN",Cincinnati,Hamilton County
268517,neigh,Telegraph Hill,CA,"San Francisco-Oakland-Berkeley, CA",San Francisco,San Francisco County
415886,neigh,Governours Square,OH,"Columbus, OH",Columbus,Franklin County
269983,neigh,Eastside,MI,"Kalamazoo-Portage, MI",Kalamazoo,Kalamazoo County
276399,neigh,Jefferson Heights,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
276092,neigh,Wilson,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino,San Bernardino County
763824,neigh,Perkins Park Area,WI,"Green Bay, WI",Green Bay,Brown County
273501,neigh,Downtown Jacksonville,FL,"Jacksonville, FL",Jacksonville,Duval County
762887,neigh,North Central,NY,"Albany-Schenectady-Troy, NY",Troy,Rensselaer County
151529,neigh,Eden Park,LA,"Baton Rouge, LA",Baton Rouge,East Baton Rouge Parish
403198,neigh,Richmond Valley,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,Richmond County
761440,neigh,Sugar Foot,FL,"Gainesville, FL",Gainesville,Alachua County
271459,neigh,Mahncke Park,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
275515,neigh,Spring Lake,FL,"Orlando-Kissimmee-Sanford, FL",Orlando,Orange County
257174,neigh,Mountain View,VA,"Blacksburg-Christiansburg, VA",Blacksburg,Montgomery County
275203,neigh,Riverside,WA,"Spokane-Spokane Valley, WA",Spokane,Spokane County
111394,neigh,Alta Mira,AZ,"Phoenix-Mesa-Chandler, AZ",Tempe,Maricopa County
826437,neigh,Steeplechase,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach Gardens,Palm Beach County
269249,neigh,Audobon Forest,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,Fulton County
120749,neigh,Buckland,CT,"Hartford-East Hartford-Middletown, CT",Manchester,Hartford County
415888,neigh,Indian Hills,OH,"Columbus, OH",Columbus,Franklin County
804299,neigh,Kimberlea,TX,"Dallas-Fort Worth-Arlington, TX",Plano,Collin County
813005,neigh,Cheyenne Ridge,OK,"Oklahoma City, OK",Edmond,Oklahoma County
416128,neigh,Iris Hollow,CO,"Boulder, CO",Boulder,Boulder County
761801,neigh,Hedgeville,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Wilmington,New Castle County
416567,neigh,Somerset Farms,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
416210,neigh,Holt Woods,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
275767,neigh,Towngate,TX,"Dallas-Fort Worth-Arlington, TX",Garland,Dallas County
259486,neigh,Glendale,MO,"Kansas City, MO-KS",Independence,Jackson County
271597,neigh,Sunshine Estates,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
268636,neigh,City Park,CO,"Denver-Aurora-Lakewood, CO",Denver,Denver County
753737,neigh,Drusilla,LA,"Baton Rouge, LA",Baton Rouge,East Baton Rouge Parish
761514,neigh,Savoy of Josey Ranch,TX,"Dallas-Fort Worth-Arlington, TX",Carrollton,Dallas County
272075,neigh,Cooper Park,WI,"Milwaukee-Waukesha, WI",Milwaukee,Milwaukee County
417014,neigh,West Downtown,CA,"Santa Maria-Santa Barbara, CA",Santa Barbara,Santa Barbara County
416325,neigh,Wyndsor Estates,TX,"Dallas-Fort Worth-Arlington, TX",Richardson,Collin County
121460,neigh,South Coventry,CT,"Hartford-East Hartford-Middletown, CT",Coventry,Tolland County
342702,neigh,Sawmill,NM,"Albuquerque, NM",Albuquerque,Bernalillo County
273358,neigh,Cottage Grove,OH,"Youngstown-Warren-Boardman, OH-PA",Youngstown,Mahoning County
761431,neigh,Highland Court Manor,FL,"Gainesville, FL",Gainesville,Alachua County
761420,neigh,Lindsay Creek Area/Boxwood,GA,"Columbus, GA-AL",Columbus,Muscogee County
762846,neigh,Hungerford-Stoneridge,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Rockville,Montgomery County
275171,neigh,Ridgestone No. 9,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
275476,neigh,Southeast Quality,IN,"South Bend-Mishawaka, IN-MI",South Bend,Saint Joseph County
762623,neigh,Crystal Point,AZ,"Phoenix-Mesa-Chandler, AZ",Avondale,Maricopa County
273145,neigh,Carvedale,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino,San Bernardino County
764353,neigh,Central Avenue,VA,"Harrisonburg, VA",Harrisonburg,Harrisonburg City
276209,neigh,Belmont,MI,"Detroit-Warren-Dearborn, MI",Detroit,Wayne County
27418,neigh,Tice,FL,"Cape Coral-Fort Myers, FL",Fort Myers,Lee County
343605,neigh,Princeton-Silver Star,FL,"Orlando-Kissimmee-Sanford, FL",Orlando,Orange County
271454,neigh,Lockhill Estates,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
415918,neigh,Preserve South,OH,"Columbus, OH",Columbus,Franklin County
422846,neigh,Oakridge Terrace,TX,"Dallas-Fort Worth-Arlington, TX",Fort Worth,Tarrant County
407168,neigh,Lake View,TX,"San Angelo, TX",San Angelo,Tom Green County
417182,neigh,Edgemoor,FL,"Tampa-St. Petersburg-Clearwater, FL",Saint Petersburg,Pinellas County
271348,neigh,Denver Heights,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
273517,neigh,Durrs Homeowners,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Fort Lauderdale,Broward County
763533,neigh,South Titusville,AL,"Birmingham-Hoover, AL",Birmingham,Jefferson County
827542,neigh,Devonshire,TX,"Dallas-Fort Worth-Arlington, TX",Forney,Kaufman County
761393,neigh,All Saints,SD,"Sioux Falls, SD",Sioux Falls,Minnehaha County
399509,neigh,Atlantic Station,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,Fulton County
272174,neigh,Menomonee River Hills East,WI,"Milwaukee-Waukesha, WI",Milwaukee,Milwaukee County
416277,neigh,Hallmark Condos,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville,Davidson County
268984,neigh,Flagler Heights,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Fort Lauderdale,Broward County
753772,neigh,Stout Field,IN,"Indianapolis-Carmel-Anderson, IN",Indianapolis,Marion County
275902,neigh,Wake Forest,NC,"Winston-Salem, NC",Winston-Salem,Forsyth County
417197,neigh,Worthington Crossing,OH,"Columbus, OH",Columbus,Franklin County
623355,neigh,Leisure Estates,WA,"Seattle-Tacoma-Bellevue, WA",Renton,King County
343968,neigh,Bayou Oaks,FL,"North Port-Sarasota-Bradenton, FL",Sarasota,Sarasota County
416372,neigh,Westminster Heights,FL,"Tampa-St. Petersburg-Clearwater, FL",Saint Petersburg,Pinellas County
40480,neigh,Quioque,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westhampton Beach,Suffolk County
822464,neigh,Sweetwater,AZ,"Phoenix-Mesa-Chandler, AZ",Scottsdale,Maricopa County
763856,neigh,Anderson Park,ND,"Fargo, ND-MN",Fargo,Cass County
820249,neigh,Bethany Lakes Estates,TX,"Dallas-Fort Worth-Arlington, TX",Allen,Collin County
274209,neigh,La Cabreah,IN,"Fort Wayne, IN",Fort Wayne,Allen County
276661,neigh,Wilbur II,NJ,"Trenton-Princeton, NJ",Trenton,Mercer County
817477,neigh,Lake Village,CO,"Denver-Aurora-Lakewood, CO",Thornton,Adams County
813058,neigh,Covell Village,OK,"Oklahoma City, OK",Edmond,Oklahoma County
275373,neigh,Shorewood,IN,"Fort Wayne, IN",Fort Wayne,Allen County
416383,neigh,Worthington Hills,OH,"Columbus, OH",Columbus,Franklin County
417568,neigh,Allen Ranch,AZ,"Phoenix-Mesa-Chandler, AZ",Gilbert,Maricopa County
820191,neigh,Mustang Park,TX,"Dallas-Fort Worth-Arlington, TX",Carrollton,Denton County
820248,neigh,Arbor Lakes,TX,"Dallas-Fort Worth-Arlington, TX",Allen,Collin County
813051,neigh,Cedar Pointe,OK,"Oklahoma City, OK",Edmond,Oklahoma County
417539,neigh,Circle G Meadows,AZ,"Phoenix-Mesa-Chandler, AZ",Gilbert,Maricopa County
268129,neigh,Eastmont,CA,"San Francisco-Oakland-Berkeley, CA",Oakland,Alameda County
417157,neigh,Historic Kenwood,FL,"Tampa-St. Petersburg-Clearwater, FL",Saint Petersburg,Pinellas County
271081,neigh,Downtown,OR,"Eugene-Springfield, OR",Eugene,Lane County
273998,neigh,Highland Park,MI,"Grand Rapids-Kentwood, MI",Grand Rapids,Kent County
763716,neigh,Churchill Downs,MI,"Lansing-East Lansing, MI",Lansing,Ingham County
261458,neigh,Notre Dame,NH,"Manchester-Nashua, NH",Manchester,Hillsborough County
403243,neigh,Azalea-Hollywood Park,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego,San Diego County
763366,neigh,Maxey Park,TX,"Lubbock, TX",Lubbock,Lubbock County
121780,neigh,River Terrace,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,District of Columbia
102066,neigh,Bjerremark,AK,"Fairbanks, AK",Fairbanks,Fairbanks North Star Borough
276252,neigh,Chandlers Landing,IN,"Fort Wayne, IN",Fort Wayne,Allen County
273381,neigh,Cove of Chandlers Landing,IN,"Fort Wayne, IN",Fort Wayne,Allen County
274632,neigh,Mystic Woods,IN,"Fort Wayne, IN",Fort Wayne,Allen County
269708,neigh,Holy Cross,LA,"New Orleans-Metairie, LA",New Orleans,Orleans Parish
272804,neigh,Arrowview,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino,San Bernardino County
269703,neigh,French Quarter,LA,"New Orleans-Metairie, LA",New Orleans,Orleans Parish
343899,neigh,Charles House Area Council,NY,"Rochester, NY",Rochester,Monroe County
275791,neigh,Tyler Park,KY,"Louisville/Jefferson County, KY-IN",Louisville,Jefferson County
275361,neigh,Shelby Park,KY,"Louisville/Jefferson County, KY-IN",Louisville,Jefferson County
246149,neigh,Oceana,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,Virginia Beach City
270841,neigh,DUMBO,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,Kings County
269610,neigh,Washington Heights,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
762064,neigh,Plantation Park East,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Plantation,Broward County
403279,neigh,Big Oaks,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,Cook County
762858,neigh,Georgetown Village,TX,"Austin-Round Rock-Georgetown, TX",Georgetown,Williamson County
261179,neigh,Rolling Meadows,OK,"Oklahoma City, OK",Midwest City,Oklahoma County
271661,neigh,Woodridge,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
806076,neigh,Lakeview,OK,"Oklahoma City, OK",Oklahoma City,Oklahoma County
269754,neigh,Strawberry Hill,MA,"Boston-Cambridge-Newton, MA-NH",Cambridge,Middlesex County
264919,neigh,Dudley,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden,Camden County
808427,neigh,Wesselman Park,IN,"Evansville, IN-KY",Evansville,Vanderburgh County
276134,neigh,Woodland Heights,VA,"Richmond, VA",Richmond,Richmond City
274105,neigh,Ironwood Ridge,AZ,"Tucson, AZ",Tucson,Pima County
813092,neigh,Timber Ridge,OK,"Oklahoma City, OK",Edmond,Oklahoma County
804312,neigh,Northridge Estates,TX,"Dallas-Fort Worth-Arlington, TX",Plano,Collin County
271106,neigh,Laurel Hill Valley,OR,"Eugene-Springfield, OR",Eugene,Lane County
807051,neigh,Monte Vista,AZ,"Phoenix-Mesa-Chandler, AZ",Chandler,Maricopa County
821407,neigh,Glenwick Estates,TX,"Dallas-Fort Worth-Arlington, TX",Flower Mound,Denton County
763392,neigh,Cromwell Farms,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk,Norfolk City
813896,neigh,Waterford,VA,"Richmond, VA",Henrico,Henrico County
761407,neigh,Brookstone,GA,"Columbus, GA-AL",Columbus,Muscogee County
13371,neigh,Porter Square,MA,"Boston-Cambridge-Newton, MA-NH",Somerville,Middlesex County
809574,neigh,Lakeridge,TX,"Dallas-Fort Worth-Arlington, TX",Grand Prairie,Dallas County
761837,neigh,Peninsula Area,IA,"Iowa City, IA",Iowa City,Johnson County
821458,neigh,Rustic Timbers,TX,"Dallas-Fort Worth-Arlington, TX",Flower Mound,Denton County
816658,neigh,Laguna Estates,CA,"Sacramento-Roseville-Folsom, CA",Elk Grove,Sacramento County
276437,neigh,Maplewood Terrace and Downs,IN,"Fort Wayne, IN",Fort Wayne,Allen County
162590,neigh,Sherwood Forest,SC,"Columbia, SC",Columbia,Richland County
269208,neigh,Tarpon River,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Fort Lauderdale,Broward County
271758,neigh,North Highland,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington,Arlington County
276296,neigh,Dixon,UT,"Provo-Orem, UT",Provo,Utah County
275708,neigh,The Heights at Stone Oak II, TX," San Antonio-New Braunfels, TX", Bexar County, San Antonio
763971,neigh,South End,IA,"Omaha-Council Bluffs, NE-IA",Council Bluffs,Pottawattamie County
762884,neigh,South Central,NY,"Albany-Schenectady-Troy, NY",Troy,Rensselaer County
121767,neigh,North Michigan Park,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,District of Columbia
270228,neigh,Mark Twain,MO,"St. Louis, MO-IL",Saint Louis,Saint Louis City
271498,neigh,North San Antonio Hills,TX,"San Antonio-New Braunfels, TX",San Antonio,Bexar County
