region_id,region_type,City,State,Metro Area,County
25235,city,Index,WA,"Seattle-Tacoma-Bellevue, WA",Snohomish County
54460,city,Sorrento,ME,,Hancock County
36040,city,Mechanicsburg,OH,"Urbana, OH",Champaign County
16655,city,Cimarron,CO,"Montrose, CO",Gunnison County
57133,city,Woodland,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County
46153,city,Lanesboro,MN,"Rochester, MN",Fillmore County
16369,city,Rushford,MN,"Rochester, MN",Fillmore County
23326,city,Terra Ceia,FL,"North Port-Sarasota-Bradenton, FL",Manatee County
12747,city,Millville,OH,"Cincinnati, OH-KY-IN",Butler County
18137,city,Forbestown,CA,"Yuba City, CA",Yuba County
10870,city,Clipper Mills,CA,"Chico, CA",Butte County
19605,city,Newburg,WI,"Milwaukee-Waukesha, WI",Washington County
15478,city,Harristown,IL,"Decatur, IL",Macon County
7506,city,Twin City,GA,,Emanuel County
19215,city,Marshall,AR,,Searcy County
15320,city,Lakeside,MI,"Niles, MI",Berrien County
6388,city,Palomar Mountain,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
14669,city,Wilseyville,CA,,Calaveras County
30915,city,Clarksville,NH,"Berlin, NH",Coos County
22423,city,Nooksack,WA,"Bellingham, WA",Whatcom County
54373,city,Shady Point,OK,,Le Flore County
22319,city,Marshallberg,NC,"Morehead City, NC",Carteret County
46639,city,Mount Olive,IL,"St. Louis, MO-IL",Macoupin County
56277,city,Rockport,WA,"Bellingham, WA",Whatcom County
25051,city,Harrisville,WV,,Ritchie County
42001,city,Barnegat Light,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County
57313,city,West Salem,OH,"Wooster, OH",Wayne County
43173,city,Yermo,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
257266,city,North Hills,WV,"Parkersburg-Vienna, WV",Wood County
35728,city,Kaaawa,HI,"Urban Honolulu, HI",Honolulu County
57326,city,Biwabik,MN,"Duluth, MN-WI",Saint Louis County
35622,city,Dewey Beach,DE,"Salisbury, MD-DE",Sussex County
37004,city,Charlestown,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cecil County
46977,city,Panama,OK,,Le Flore County
194799,city,Fort Jackson,NY,"Ogdensburg-Massena, NY",Saint Lawrence County
42425,city,Grey Forest,TX,"San Antonio-New Braunfels, TX",Bexar County
27681,city,Victor,CO,"Colorado Springs, CO",Teller County
17841,city,Dutch Flat,CA,"Sacramento-Roseville-Folsom, CA",Placer County
32271,city,Keene,CA,"Bakersfield, CA",Kern County
51607,city,Crown King,AZ,"Prescott Valley-Prescott, AZ",Yavapai County
32600,city,Lummi Island,WA,"Bellingham, WA",Whatcom County
115391,city,Green Valley,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
16463,city,Wister,OK,,Le Flore County
13749,city,Sealevel,NC,"Morehead City, NC",Carteret County
13867,city,Sky Valley,GA,,Rabun County
20209,city,Rock Creek,WV,"Beckley, WV",Raleigh County
20678,city,Stottville,NY,"Hudson, NY",Columbia County
25238,city,Indian Beach,NC,"Morehead City, NC",Carteret County
21737,city,Cambridge,WI,"Madison, WI",Dane County
118160,city,Soda Springs,CA,"Sacramento-Roseville-Folsom, CA",Placer County
8410,city,Fremont,NC,"Goldsboro, NC",Wayne County
17744,city,Delaware Water Gap,PA,"East Stroudsburg, PA",Monroe County
5297,city,Irwin,ID,"Idaho Falls, ID",Bonneville County
32832,city,Mexico Beach,FL,"Panama City, FL",Bay County
204158,city,Wayne Lakes Park,OH,"Greenville, OH",Darke County
52332,city,Greenwood,DE,"Salisbury, MD-DE",Sussex County
20740,city,Sylvan Beach,NY,"Utica-Rome, NY",Oneida County
180793,city,Cedar Rock,NC,"Hickory-Lenoir-Morganton, NC",Caldwell County
41609,city,Weleetka,OK,,Okfuskee County
27377,city,Taylorsville,IN,"Columbus, IN",Bartholomew County
16854,city,Avon,NC,"Kill Devil Hills, NC",Dare County
35148,city,Crescent,OR,"Klamath Falls, OR",Klamath County
23185,city,Central City,CO,"Denver-Aurora-Lakewood, CO",Gilpin County
47261,city,Quapaw,OK,"Miami, OK",Ottawa County
38114,city,Cuthbert,GA,,Randolph County
15733,city,Phippsburg,CO,"Steamboat Springs, CO",Routt County
826175,city,Morristown,NY,"Ogdensburg-Massena, NY",Saint Lawrence County
16090,city,Yampa,CO,"Steamboat Springs, CO",Routt County
42621,city,Owensville,OH,"Cincinnati, OH-KY-IN",Clermont County
28637,city,Everglades,FL,"Naples-Marco Island, FL",Collier County
13875,city,Smallwood,NY,,Sullivan County
35629,city,Fawnskin,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
9014,city,McCloud,CA,,Siskiyou County
42874,city,Millers Falls,MA,"Springfield, MA",Franklin County
56745,city,Sibley,MO,"Kansas City, MO-KS",Jackson County
21919,city,Lake Park,GA,"Valdosta, GA",Lowndes County
26981,city,Savanna,OK,"McAlester, OK",Pittsburg County
45815,city,Horseshoe Beach,FL,,Dixie County
48066,city,Twin Bridges,CA,"Sacramento-Roseville-Folsom, CA",El Dorado County
57061,city,Captiva,FL,"Cape Coral-Fort Myers, FL",Lee County
48342,city,Washington,OK,"Oklahoma City, OK",McClain County
53762,city,Otter Rock,OR,"Newport, OR",Lincoln County
8442,city,Kirkwood,CA,,Alpine County
124733,city,Hillcrest Heights,FL,"Lakeland-Winter Haven, FL",Polk County
16475,city,Morven,NC,"Charlotte-Concord-Gastonia, NC-SC",Anson County
231714,city,Buffalo Springs,TX,"Lubbock, TX",Lubbock County
12921,city,Nelliston,NY,"Amsterdam, NY",Montgomery County
196760,city,North Hornell,NY,"Corning, NY",Steuben County
119662,city,Gold Hill,CO,"Boulder, CO",Boulder County
14354,city,Valliant,OK,,McCurtain County
182268,city,Jaars,NC,"Charlotte-Concord-Gastonia, NC-SC",Union County
49627,city,Richburg,NY,,Allegany County
13442,city,Ransom Canyon,TX,"Lubbock, TX",Lubbock County
39664,city,Matamoras,OH,"Marietta, OH",Washington County
206079,city,Silo,OK,"Durant, OK",Bryan County
6748,city,Richland,GA,"Columbus, GA-AL",Stewart County
107460,city,West Jefferson,AL,"Birmingham-Hoover, AL",Jefferson County
4933,city,Goodland,FL,"Naples-Marco Island, FL",Collier County
21694,city,Burlington,IN,"Lafayette-West Lafayette, IN",Carroll County
49321,city,Dresden,NY,"Rochester, NY",Yates County
15215,city,Gettysburg,OH,"Greenville, OH",Darke County
47136,city,Pitsburg,OH,"Greenville, OH",Darke County
11822,city,Hartford,OH,"Columbus, OH",Licking County
19128,city,Lumpkin,GA,"Columbus, GA-AL",Stewart County
8093,city,Cottondale,FL,,Jackson County
23080,city,Bovey,MN,"Grand Rapids, MN",Itasca County
11394,city,Fairfield,WA,"Spokane-Spokane Valley, WA",Spokane County
9559,city,Galesville,MD,"Baltimore-Columbia-Towson, MD",Anne Arundel County
102287,city,Kachemak City,AK,,Kenai Peninsula Borough
6181,city,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",Queens County
12447,city,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
39051,city,Houston,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County
17426,city,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County
6915,city,San Antonio,TX,"San Antonio-New Braunfels, TX",Bexar County
13271,city,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County
40326,city,Phoenix,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County
18959,city,Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV",Clark County
54296,city,San Diego,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
38128,city,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County
10221,city,Austin,TX,"Austin-Round Rock-Georgetown, TX",Travis County
33839,city,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County
25290,city,Jacksonville,FL,"Jacksonville, FL",Duval County
24043,city,Charlotte,NC,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County
32149,city,Indianapolis,IN,"Indianapolis-Carmel-Anderson, IN",Marion County
18172,city,Fort Worth,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County
13121,city,Orlando,FL,"Orlando-Kissimmee-Sanford, FL",Orange County
20330,city,San Francisco,CA,"San Francisco-Oakland-Berkeley, CA",San Francisco County
7481,city,Tucson,AZ,"Tucson, AZ",Pima County
10920,city,Columbus,OH,"Columbus, OH",Franklin County
12700,city,Miami,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
12455,city,Louisville,KY,"Louisville/Jefferson County, KY-IN",Jefferson County
17933,city,El Paso,TX,"El Paso, TX",El Paso County
11093,city,Denver,CO,"Denver-Aurora-Lakewood, CO",Denver County
16037,city,Seattle,WA,"Seattle-Tacoma-Bellevue, WA",King County
13373,city,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County
6118,city,Nashville,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County
41568,city,Washington,DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia
20288,city,Sacramento,CA,"Sacramento-Roseville-Folsom, CA",Sacramento County
44269,city,Boston,MA,"Boston-Cambridge-Newton, MA-NH",Suffolk County
17762,city,Detroit,MI,"Detroit-Warren-Dearborn, MI",Wayne County
26529,city,Pittsburgh,PA,"Pittsburgh, PA",Allegheny County
23429,city,Albuquerque,NM,"Albuquerque, NM",Bernalillo County
32811,city,Memphis,TN,"Memphis, TN-MS-AR",Shelby County
18203,city,Fresno,CA,"Fresno, CA",Fresno County
3523,city,Baltimore,MD,"Baltimore-Columbia-Towson, MD",Baltimore City
40152,city,Omaha,NE,"Omaha-Council Bluffs, NE-IA",Douglas County
37211,city,Atlanta,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County
5976,city,Milwaukee,WI,"Milwaukee-Waukesha, WI",Milwaukee County
33225,city,Oklahoma City,OK,"Oklahoma City, OK",Oklahoma County
54047,city,Raleigh,NC,"Raleigh-Cary, NC",Wake County
19331,city,Mesa,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County
4172,city,Colorado Springs,CO,"Colorado Springs, CO",El Paso County
17222,city,Buffalo,NY,"Buffalo-Cheektowaga, NY",Erie County
18795,city,Kansas City,MO,"Kansas City, MO-KS",Jackson County
4099,city,Cincinnati,OH,"Cincinnati, OH-KY-IN",Hamilton County
46298,city,Long Beach,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
41515,city,Virginia Beach,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City
3506,city,Bakersfield,CA,"Bakersfield, CA",Kern County
41176,city,Tampa,FL,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County
13072,city,Oakland,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County
20859,city,Tulsa,OK,"Tulsa, OK",Tulsa County
5983,city,Minneapolis,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County
16846,city,Aurora,CO,"Denver-Aurora-Lakewood, CO",Arapahoe County
7204,city,Spring,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County
18615,city,Honolulu,HI,"Urban Honolulu, HI",Honolulu County
25428,city,Knoxville,TN,"Knoxville, TN",Knox County
50763,city,Arlington,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County
44055,city,Baton Rouge,LA,"Baton Rouge, LA",East Baton Rouge Parish
19594,city,New Orleans,LA,"New Orleans-Metairie, LA",Orleans Parish
7929,city,Wichita,KS,"Wichita, KS",Sedgwick County
24115,city,Cleveland,OH,"Cleveland-Elyria, OH",Cuyahoga County
47401,city,Riverside,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County
16764,city,Anaheim,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County
48215,city,Vancouver,WA,"Portland-Vancouver-Hillsboro, OR-WA",Clark County
7266,city,Stockton,CA,"Stockton, CA",San Joaquin County
12562,city,Marietta,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County
4174,city,Columbia,SC,"Columbia, SC",Richland County
11722,city,Greensboro,NC,"Greensboro-High Point, NC",Guilford County
18170,city,Fort Wayne,IN,"Fort Wayne, IN",Allen County
25574,city,Lexington,KY,"Lexington-Fayette, KY",Fayette County
19533,city,Naples,FL,"Naples-Marco Island, FL",Collier County
11867,city,Henderson,NV,"Las Vegas-Henderson-Paradise, NV",Clark County
38025,city,Corpus Christi,TX,"Corpus Christi, TX",Nueces County
6891,city,Saint Louis,MO,"St. Louis, MO-IL",Saint Louis City
47568,city,Santa Ana,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County
24457,city,Durham,NC,"Durham-Chapel Hill, NC",Durham County
7081,city,Silver Spring,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County
20313,city,Saint Paul,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County
20604,city,Spokane,WA,"Spokane-Spokane Valley, WA",Spokane County
12970,city,Newark,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County
13478,city,Reno,NV,"Reno, NV",Washoe County
26922,city,Saint Petersburg,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County
52650,city,Irvine,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County
32503,city,Lincoln,NE,"Lincoln, NE",Lancaster County
34303,city,Toledo,OH,"Toledo, OH",Lucas County
17384,city,Chandler,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County
47945,city,Tallahassee,FL,"Tallahassee, FL",Leon County
25320,city,Jersey City,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County
53915,city,Plano,TX,"Dallas-Fort Worth-Arlington, TX",Collin County
53060,city,Lubbock,TX,"Lubbock, TX",Lubbock County
25934,city,Modesto,CA,"Modesto, CA",Stanislaus County
18800,city,Katy,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County
5573,city,Lawrenceville,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County
51405,city,Chula Vista,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
3737,city,Boise,ID,"Boise City, ID",Ada County
6752,city,Richmond,VA,"Richmond, VA",Richmond City
4888,city,Gilbert,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County
41760,city,Winston-Salem,NC,"Winston-Salem, NC",Forsyth County
398849,city,Madison,WI,"Madison, WI",Dane County
26187,city,North Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV",Clark County
20328,city,San Bernardino,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
25483,city,Lakeland,FL,"Lakeland-Winter Haven, FL",Polk County
31614,city,Fort Myers,FL,"Cape Coral-Fort Myers, FL",Lee County
12065,city,Irving,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County
32900,city,Mobile,AL,"Mobile, AL",Mobile County
18298,city,Glendale,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County
53856,city,Pensacola,FL,"Pensacola-Ferry Pass-Brent, FL",Escambia County
23482,city,Anchorage,AK,"Anchorage, AK",Anchorage Borough
44564,city,Chesapeake,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake City
20362,city,Sarasota,FL,"North Port-Sarasota-Bradenton, FL",Sarasota County
52001,city,Fayetteville,NC,"Fayetteville, NC",Cumberland County
10417,city,Birmingham,AL,"Birmingham-Hoover, AL",Jefferson County
25104,city,Hialeah,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
18251,city,Garland,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County
18847,city,Kissimmee,FL,"Orlando-Kissimmee-Sanford, FL",Osceola County
30258,city,Arlington,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County
54346,city,Scottsdale,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County
6210,city,Norfolk,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City
53673,city,Ocala,FL,"Ocala, FL",Marion County
54311,city,Santa Clarita,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
11540,city,Fremont,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County
24741,city,Fontana,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
24960,city,Greenville,SC,"Greenville-Anderson, SC",Greenville County
10477,city,Boca Raton,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County
11671,city,Grand Rapids,MI,"Grand Rapids-Kentwood, MI",Kent County
44282,city,Bradenton,FL,"North Port-Sarasota-Bradenton, FL",Manatee County
52998,city,Little Rock,AR,"Little Rock-North Little Rock-Conway, AR",Pulaski County
24821,city,Gainesville,FL,"Gainesville, FL",Alachua County
33501,city,Port Saint Lucie,FL,"Port St. Lucie, FL",Saint Lucie County
27362,city,Tacoma,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County
14701,city,Woodbridge,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County
17759,city,Des Moines,IA,"Des Moines-West Des Moines, IA",Polk County
47584,city,Savannah,GA,"Savannah, GA",Chatham County
13150,city,Oxnard,CA,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County
26967,city,Santa Rosa,CA,"Santa Rosa-Petaluma, CA",Sonoma County
12014,city,Huntsville,AL,"Huntsville, AL",Madison County
30141,city,Akron,OH,"Akron, OH",Summit County
21320,city,Wilmington,NC,"Wilmington, NC",New Hanover County
51167,city,Brownsville,TX,"Brownsville-Harlingen, TX",Cameron County
34937,city,Yonkers,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County
38438,city,Eugene,OR,"Eugene-Springfield, OR",Lane County
24225,city,Corona,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County
31184,city,Dayton,OH,"Dayton-Kettering, OH",Montgomery County
7353,city,Syracuse,NY,"Syracuse, NY",Onondaga County
32931,city,Montgomery,AL,"Montgomery, AL",Montgomery County
10071,city,Alexandria,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City
6285,city,Oceanside,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
41279,city,Trenton,NJ,"Trenton-Princeton, NJ",Mercer County
25981,city,Moreno Valley,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County
14667,city,Wilmington,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County
19523,city,Murfreesboro,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County
7858,city,West Palm Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County
14724,city,Worcester,MA,"Worcester, MA-CT",Worcester County
4764,city,Fort Collins,CO,"Fort Collins, CO",Larimer County
6909,city,Salt Lake City,UT,"Salt Lake City, UT",Salt Lake County
30381,city,Beaverton,OR,"Portland-Vancouver-Hillsboro, OR-WA",Washington County
54288,city,Salinas,CA,"Salinas, CA",Monterey County
18208,city,Frisco,TX,"Dallas-Fort Worth-Arlington, TX",Collin County
32783,city,McKinney,TX,"Dallas-Fort Worth-Arlington, TX",Collin County
45457,city,Glendale,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
6696,city,Reading,PA,"Reading, PA",Berks County
5534,city,Lancaster,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
25218,city,Huntington Beach,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County
30742,city,Cape Coral,FL,"Cape Coral-Fort Myers, FL",Lee County
25482,city,Lake Worth Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County
18518,city,Hayward,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County
20317,city,Salem,OR,"Salem, OR",Marion County
10843,city,Clarksville,TN,"Clarksville, TN-KY",Montgomery County
31821,city,Grand Prairie,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County
4054,city,Charleston,SC,"Charleston-North Charleston, SC",Charleston County
10215,city,Aurora,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County
40298,city,Peoria,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County
38119,city,Cypress,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County
26637,city,Providence,RI,"Providence-Warwick, RI-MA",Providence County
14634,city,Whittier,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
40202,city,Overland Park,KS,"Kansas City, MO-KS",Johnson County
182023,city,Henrico,VA,"Richmond, VA",Henrico County
40227,city,Palmdale,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
11529,city,Fredericksburg,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Stafford County
37837,city,Chattanooga,TN,"Chattanooga, TN-GA",Hamilton County
5201,city,Homestead,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County
44821,city,Cumming,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County
31606,city,Fort Lauderdale,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County
17950,city,Elk Grove,CA,"Sacramento-Roseville-Folsom, CA",Sacramento County
47426,city,Rockford,IL,"Rockford, IL",Winnebago County
17539,city,Columbus,GA,"Columbus, GA-AL",Muscogee County
31471,city,Evansville,IN,"Evansville, IN-KY",Vanderburgh County
11335,city,Erie,PA,"Erie, PA",Erie County
38328,city,Edmond,OK,"Oklahoma City, OK",Oklahoma County
41815,city,York,PA,"York-Hanover, PA",York County
13108,city,Ontario,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
16726,city,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County
47958,city,Tempe,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County
24832,city,Garden Grove,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County
11337,city,Escondido,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
38333,city,El Cajon,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County
40492,city,Rancho Cucamonga,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
26857,city,Round Rock,TX,"Austin-Round Rock-Georgetown, TX",Williamson County
26140,city,Newport News,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News City
44734,city,Conroe,TX,"Houston-The Woodlands-Sugar Land, TX",Montgomery County
30559,city,Boynton Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County
11817,city,Harrisburg,PA,"Harrisburg-Carlisle, PA",Dauphin County
6792,city,Roanoke,VA,"Roanoke, VA",Roanoke County
8097,city,Ann Arbor,MI,"Ann Arbor, MI",Washtenaw County
4626,city,Everett,WA,"Seattle-Tacoma-Bellevue, WA",Snohomish County
41114,city,Sugar Land,TX,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County
39931,city,Naperville,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County
4655,city,Fairfax,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County
19892,city,Pembroke Pines,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County
41256,city,Topeka,KS,"Topeka, KS",Shawnee County
5519,city,Lakewood,CO,"Denver-Aurora-Lakewood, CO",Jefferson County
47250,city,Pueblo,CO,"Pueblo, CO",Pueblo County
21114,city,Visalia,CA,"Visalia, CA",Tulare County
51297,city,Cary,NC,"Raleigh-Cary, NC",Wake County
40779,city,Schenectady,NY,"Albany-Schenectady-Troy, NY",Schenectady County
39312,city,Lafayette,LA,"Lafayette, LA",Lafayette Parish
19873,city,Paterson,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County
51447,city,Clearwater,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County
54626,city,Sunnyvale,CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County
39191,city,Kansas City,KS,"Kansas City, MO-KS",Wyandotte County
7221,city,Springfield,MA,"Springfield, MA",Hampden County
398300,city,Lansing,MI,"Lansing-East Lansing, MI",Ingham County
25514,city,Las Cruces,NM,"Las Cruces, NM",Dona Ana County
32626,city,Macon,GA,"Macon-Bibb County, GA",Bibb County
32060,city,Hollywood,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County
10918,city,Columbia,MO,"Columbia, MO",Boone County
20008,city,Pomona,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
13594,city,Roseville,CA,"Sacramento-Roseville-Folsom, CA",Placer County
37074,city,Albany,NY,"Albany-Schenectady-Troy, NY",Albany County
12694,city,Mesquite,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County
3619,city,Bellevue,WA,"Seattle-Tacoma-Bellevue, WA",King County
13480,city,Renton,WA,"Seattle-Tacoma-Bellevue, WA",King County
19865,city,Pasadena,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County
7330,city,Surprise,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County
4351,city,Denton,TX,"Dallas-Fort Worth-Arlington, TX",Denton County
47019,city,Pasadena,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
6183,city,Newark,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County
47570,city,Santa Maria,CA,"Santa Maria-Santa Barbara, CA",Santa Barbara County
47379,city,Richmond,TX,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County
20793,city,Thornton,CO,"Denver-Aurora-Lakewood, CO",Adams County
54722,city,Torrance,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
27683,city,Victorville,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County
5399,city,Kent,WA,"Seattle-Tacoma-Bellevue, WA",King County
35282,city,Beaumont,TX,"Beaumont-Port Arthur, TX",Jefferson County
27317,city,Summerville,SC,"Charleston-North Charleston, SC",Dorchester County
3806,city,Bridgeport,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County
19172,city,Manassas,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County
28065,city,Yuma,AZ,"Yuma, AZ",Yuma County
44506,city,Cedar Rapids,IA,"Cedar Rapids, IA",Linn County
24812,city,Fullerton,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County
33230,city,Olathe,KS,"Kansas City, MO-KS",Johnson County
51260,city,Canton,OH,"Canton-Massillon, OH",Stark County
46666,city,Myrtle Beach,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Horry County
4810,city,Frederick,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Frederick County
21159,city,Warren,MI,"Detroit-Warren-Dearborn, MI",Macomb County
26900,city,Saint Augustine,FL,"Jacksonville, FL",Saint Johns County
48443,city,West Valley City,UT,"Salt Lake City, UT",Salt Lake County
33252,city,Orange,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County
5914,city,Metairie,LA,"New Orleans-Metairie, LA",Jefferson Parish
44879,city,Decatur,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County
13234,city,Pearland,TX,"Houston-The Woodlands-Sugar Land, TX",Brazoria County
397180,city,Kalamazoo,MI,"Kalamazoo-Portage, MI",Kalamazoo County
24174,city,Compton,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County
46101,city,Lake Charles,LA,"Lake Charles, LA",Calcasieu Parish
5052,city,Hampton,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Hampton City
39815,city,Miramar,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County
17551,city,Concord,NC,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County
11865,city,Hemet,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County
17321,city,Carrollton,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County
